date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:44:14	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/scripts/assets/js/jquery.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/SCRIPTS/ASSETS/JS/JQUERY.HTM	(from https://app2.simpliroute.com/#/img/scripts/vendor-c893226e45.js)
08:44:14	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/scripts/assets/js/Blob.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/SCRIPTS/ASSETS/JS/BLOB.HTM	(from https://app2.simpliroute.com/#/img/scripts/vendor-c893226e45.js)
08:44:14	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/scripts/assets/js/markerwithlabel.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/SCRIPTS/ASSETS/JS/MARKERWI.HTM	(from https://app2.simpliroute.com/#/img/scripts/vendor-c893226e45.js)
08:44:15	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/scripts/env.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/SCRIPTS/ENV.HTM	(from https://app2.simpliroute.com/#/img/scripts/vendor-c893226e45.js)
08:44:15	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/scripts/cleaner.config.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/SCRIPTS/CLEANER_.HTM	(from https://app2.simpliroute.com/#/img/scripts/vendor-c893226e45.js)
08:44:15	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/scripts/scripts/vendor-c893226e45.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/SCRIPTS/SCRIPTS/VENDOR_C.HTM	(from https://app2.simpliroute.com/#/img/scripts/vendor-c893226e45.js)
08:44:15	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/scripts/scripts/app-50451bc874.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/SCRIPTS/SCRIPTS/APP_5045.HTM	(from https://app2.simpliroute.com/#/img/scripts/vendor-c893226e45.js)
08:44:16	2910/2910	---M--	200	added ('OK')	text/plain	etag:%22b5e-5473022f46e80%22	http://www.w3.org/robots.txt		(from https://app2.simpliroute.com/bower_components/bootstrap-sass/assets/fonts/bootstrap/glyphicons-halflings-regular.svg)
08:44:16	1503/1503	---M--	200	added ('OK')	text/html	etag:%225df-52e5b399c4ec0;5288c149e3b80%22	http://www.w3.org/2000/svg	C:/Nova%20pasta/simpli%20api/W3_O/2000/SVG_2D.DEL.delayed	(from https://app2.simpliroute.com/bower_components/bootstrap-sass/assets/fonts/bootstrap/glyphicons-halflings-regular.svg)
08:44:16	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/styles/styles/vendor-af12bac8c4.css	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/STYLES/STYLES/VENDOR_A.HTM	(from https://app2.simpliroute.com/#/img/styles/styles/vendor-af12bac8c4.css)
08:44:17	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/styles/styles/app-5a27cc8577.css	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/STYLES/STYLES/APP_5A27.HTM	(from https://app2.simpliroute.com/#/img/styles/styles/vendor-af12bac8c4.css)
08:44:17	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/styles/assets/js/jquery.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/STYLES/ASSETS/JS/JQUERY.HTM	(from https://app2.simpliroute.com/#/img/styles/styles/vendor-af12bac8c4.css)
08:44:17	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/styles/assets/js/Blob.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/STYLES/ASSETS/JS/BLOB.HTM	(from https://app2.simpliroute.com/#/img/styles/styles/vendor-af12bac8c4.css)
08:44:17	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/styles/assets/js/markerwithlabel.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/STYLES/ASSETS/JS/MARKERWI.HTM	(from https://app2.simpliroute.com/#/img/styles/styles/vendor-af12bac8c4.css)
08:44:18	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/styles/env.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/STYLES/ENV.HTM	(from https://app2.simpliroute.com/#/img/styles/styles/vendor-af12bac8c4.css)
08:44:18	3165/3165	---M--	200	added ('OK')	text/html	etag:%2264ed00538fae321471e2c15c7e4ee535%22	https://app2.simpliroute.com/#/img/styles/styles/cleaner.config.js	C:/Nova%20pasta/simpli%20api/APP2_SIM/_/IMG/STYLES/STYLES/CLEANER_.HTM	(from https://app2.simpliroute.com/#/img/styles/styles/vendor-af12bac8c4.css)
